count,tInitial,tFinal,accel_M_x,accel_M_y,accel_M_z,accel_H,gyro_M_x,gyro_M_y,gyro_M_z,mag_M_x,mag_M_y,mag_M_z,temp
1764,42513,42522,10,102,937,-79,88,27,-1,20563,16918,26085,"(12052, -203)"
1765,42535,42544,4,114,929,79,75,32,4,20539,17319,26271,"(12000, -203)"
1766,42597,42606,3,98,929,-95,81,28,6,20551,17390,26181,"(12010, -203)"
1767,42619,42628,10,110,934,-63,78,32,5,20474,17199,26067,"(11975, -203)"
1768,42641,42650,5,104,939,223,85,26,2,20623,17301,26037,"(12024, -203)"
1769,42663,42672,6,108,941,63,84,29,0,20755,17343,26025,"(12034, -203)"
1770,42688,42697,3,105,926,79,81,26,4,20665,17085,26103,"(12011, -203)"
1771,42710,42719,5,109,937,175,85,30,1,20509,17229,26061,"(12007, -203)"
1772,42732,42741,10,110,942,0,84,26,2,20671,17235,25840,"(12041, -203)"
1773,42758,42767,4,105,934,47,84,29,-2,20372,17402,25846,"(11981, -203)"
1774,42781,42789,6,96,941,-303,83,24,-5,20707,16906,25912,"(11991, -203)"
1775,42802,42811,4,113,948,15,80,26,0,20845,17067,25959,"(11960, -203)"
1776,42824,42833,2,104,930,191,82,30,1,20593,17205,26085,"(12028, -203)"
1777,42846,42855,5,104,938,47,82,24,-3,20593,17193,26277,"(12045, -203)"
1778,42868,42877,4,106,934,-175,77,25,1,20635,17414,26055,"(12050, -203)"
1779,42890,42899,4,113,926,-111,86,26,1,20468,17384,25834,"(12018, -203)"
1780,42915,42924,3,108,943,-223,86,27,-2,20749,17450,25888,"(12054, -203)"
1781,42937,42946,10,109,930,15,80,28,-2,20821,17151,25965,"(11985, -203)"
1782,42959,42968,4,108,927,-143,86,27,1,20593,17151,25929,"(11986, -203)"
1783,42981,42989,13,100,936,-239,82,27,0,20707,17432,25876,"(11994, -203)"
1784,43003,43011,5,109,931,63,81,26,6,20713,17319,26013,"(12047, -203)"
1785,43025,43033,7,100,935,-127,82,28,2,20605,17408,26223,"(12027, -203)"
1786,43051,43059,8,108,939,-111,88,32,1,20719,17283,25876,"(12025, -203)"
1787,43073,43082,10,100,932,175,83,25,1,20887,17271,25876,"(12032, -203)"
1788,43095,43104,6,106,926,63,84,27,1,20827,17570,25726,"(12009, -203)"
1789,43138,43147,2,105,935,207,83,26,2,20515,17127,25947,"(11982, -203)"
1790,43164,43172,5,103,933,-127,89,29,3,20623,17456,25935,"(11988, -203)"
1791,43186,43194,6,114,931,-111,84,26,3,20599,17157,25846,"(11972, -203)"
1792,43207,43216,7,115,934,-271,82,29,1,20474,17247,26001,"(12044, -203)"
1793,43229,43238,6,114,927,31,77,29,2,20893,17121,25840,"(12025, -203)"
1794,43251,43260,7,106,939,-319,81,29,3,20647,17103,25888,"(12057, -203)"
1795,43273,43282,9,102,940,143,85,30,2,20719,17121,25870,"(12044, -203)"
1796,43295,43304,6,108,943,255,89,30,-1,20773,17265,25917,"(12036, -203)"
1797,43317,43325,2,111,934,-143,81,29,0,20863,16989,25804,"(12014, -203)"
1798,43339,43347,8,112,939,-79,82,26,6,20497,17217,26277,"(12006, -203)"
1799,43365,43374,11,104,941,0,82,30,3,20521,17313,26133,"(12020, -203)"
1800,43391,43399,2,108,925,255,85,27,3,20749,17097,26229,"(12026, -203)"
1801,43413,43421,5,102,930,-175,82,27,2,20641,17085,26019,"(12046, -203)"
1802,43434,43443,7,112,941,239,89,28,3,20713,17289,26289,"(12047, -203)"
1803,43456,43465,3,110,930,-303,89,24,4,20659,16971,26139,"(12021, -203)"
1804,43478,43487,4,109,931,239,83,27,2,20683,17378,25983,"(12043, -203)"
1805,43500,43509,9,108,922,79,88,28,1,20779,17259,26091,"(11996, -203)"
1806,43522,43530,12,104,937,-159,81,29,3,20527,17241,26091,"(12010, -203)"
1807,43544,43552,4,108,940,15,88,28,-1,20545,17390,25894,"(11979, -203)"
1808,43566,43574,4,106,929,-47,88,26,0,20629,17211,26229,"(12012, -203)"
1809,43588,43596,6,108,924,175,84,26,9,20623,17181,25792,"(12037, -203)"
1810,43613,43621,3,106,926,79,78,29,-292,20659,17337,25935,"(12028, -203)"
1811,43635,43643,2,103,939,47,85,25,0,20539,17265,25959,"(12001, -203)"
1812,43661,43669,7,104,928,95,78,25,2,20450,17145,26079,"(12012, -203)"
1813,43683,43692,5,103,935,-175,81,32,0,20485,17193,26319,"(11996, -203)"
1814,43705,43714,6,111,928,-255,85,27,-3,20629,17151,26462,"(11971, -203)"
1815,43727,43735,4,97,933,63,84,29,4,20491,17169,25983,"(12005, -203)"
1816,43749,43757,5,109,932,31,89,28,-1,20587,17259,26127,"(12034, -203)"
1817,43771,43779,4,106,933,31,88,26,1,20414,17223,26504,"(12033, -203)"
1818,43793,43801,5,106,937,31,86,29,0,20593,17055,26079,"(12040, -203)"
1819,43814,43823,5,102,946,543,81,26,5,20462,17289,25876,"(12025, -203)"
1820,43840,43848,6,106,940,143,84,30,1,20414,17211,26067,"(12061, -203)"
1821,43861,43870,6,108,943,-79,89,24,-3,20539,17295,25666,"(11983, -203)"
1822,43883,43892,3,108,937,-63,88,27,-3,20545,17013,26157,"(11995, -203)"
1823,43905,43914,1,106,937,-79,82,25,-2,20557,17271,25947,"(11994, -203)"
1824,43972,43981,5,109,939,63,86,32,0,20647,17151,26079,"(12045, -203)"
1825,43999,44007,7,110,932,0,84,28,-4,20827,17319,26055,"(12014, -203)"
1826,44021,44029,7,113,933,63,86,27,5,20857,17271,26169,"(12039, -203)"
1827,44043,44051,2,106,930,111,84,33,2,20839,17277,25888,"(12013, -203)"
1828,44065,44073,7,106,935,239,82,27,-2,20833,17402,26145,"(12047, -203)"
1829,44087,44095,4,106,933,-47,82,25,3,20719,17265,25858,"(11967, -203)"
1830,44112,44120,9,104,941,79,80,28,1,20791,17277,26067,"(11971, -203)"
1831,44134,44142,3,113,941,143,86,25,2,20809,17091,26349,"(11993, -203)"
1832,44155,44164,3,108,940,143,93,26,-4,20635,17061,26295,"(12021, -203)"
1833,44177,44186,4,93,932,159,81,25,3,20767,16953,26199,"(12014, -203)"
1834,44199,44208,4,112,933,0,84,32,-2,20587,17229,26307,"(12035, -203)"
1835,44221,44230,4,108,924,191,90,28,-2,20779,17109,26504,"(12020, -203)"
1836,44243,44251,6,110,933,-79,82,26,1,20503,17133,25810,"(12043, -203)"
1837,44265,44273,2,106,933,191,82,30,5,20821,17301,26384,"(11977, -203)"
1838,44291,44299,10,110,938,0,91,25,-1,20677,17079,26690,"(11993, -203)"
1839,44313,44322,5,106,932,0,86,27,288,20881,17187,26468,"(11991, -203)"
1840,44338,44347,10,103,933,63,86,28,2,20958,17115,26522,"(12066, -203)"
1841,44360,44369,5,112,937,191,77,29,1,20719,17289,26486,"(12025, -203)"
1842,44382,44391,8,107,942,15,78,33,-3,20671,17205,26498,"(12031, -203)"
1843,44404,44413,5,104,933,-303,82,27,5,20689,17307,26301,"(12002, -203)"
1844,44426,44434,2,106,939,79,82,32,0,20539,17193,26187,"(12047, -203)"
1845,44448,44456,5,114,934,47,86,22,291,20575,17181,26343,"(12016, -203)"
1846,44470,44478,8,105,937,-143,85,30,2,20731,17390,26492,"(11984, -203)"
1847,44492,44500,10,107,935,463,81,29,1,20725,17504,26211,"(11979, -203)"
1848,44513,44522,4,110,930,0,86,27,4,20731,17319,26402,"(12052, -203)"
1849,44535,44544,6,105,933,-303,81,27,6,20982,17289,26301,"(12014, -203)"
1850,44568,44576,8,110,939,-47,83,28,3,20827,17277,26265,"(12018, -203)"
1851,44589,44598,5,108,943,-191,74,24,1,20833,17139,26420,"(12026, -203)"
1852,44616,44624,12,99,928,-63,86,25,0,20749,17265,26313,"(12055, -203)"
1853,44638,44646,1,100,933,527,75,26,1,20641,17223,26372,"(11991, -203)"
1854,44660,44668,6,108,927,111,82,26,1,20480,17067,26600,"(12004, -203)"
1855,44682,44690,4,109,937,-159,80,27,9,20737,17211,26349,"(11991, -203)"
1856,44704,44712,2,108,931,303,82,30,2,20683,17157,26576,"(12048, -203)"
1857,44725,44734,2,116,937,-303,86,26,-2,20641,17163,26576,"(12029, -203)"
1858,44747,44756,11,113,933,-79,85,28,3,20845,17109,26630,"(12004, -203)"
1859,44769,44778,4,108,931,-367,84,26,1,20791,17223,26349,"(12042, -203)"
1860,44794,44803,11,108,939,-255,83,33,4,20839,17301,26211,"(12059, -203)"
1861,44816,44825,8,108,939,15,82,27,3,20773,17097,26331,"(12009, -203)"
1862,44838,44847,6,108,928,111,83,28,0,20629,16959,26235,"(12018, -203)"
1863,44860,44869,10,108,930,79,89,26,2,20623,16882,25947,"(12028, -203)"
1864,44882,44890,9,104,936,31,88,30,1,20743,17139,26127,"(12021, -203)"
1865,44908,44917,-2,104,931,-111,82,30,-1,20641,17031,26067,"(12018, -203)"
1866,44930,44939,7,105,932,-143,83,32,4,20575,17121,25947,"(12050, -203)"
1867,44952,44961,4,110,936,0,86,29,-2,20599,17241,26079,"(12058, -203)"
1868,44974,44983,12,112,930,-95,88,29,3,20737,17067,26426,"(12046, -203)"
1869,44996,45004,8,110,937,15,81,22,2,20761,17163,26343,"(12003, -203)"
1870,45021,45030,9,106,938,0,84,28,1,20587,17061,26432,"(11996, -203)"
1871,45043,45052,9,101,939,-143,81,28,4,20797,17037,26199,"(12005, -203)"
1872,45065,45073,7,115,937,95,78,27,1,20551,17271,26235,"(12025, -203)"
1873,45087,45095,6,104,935,175,83,24,1,20689,17295,25917,"(12011, -203)"
1874,45109,45117,7,110,943,207,75,30,2,20653,17091,26349,"(12034, -203)"
1875,45152,45161,6,108,932,287,82,30,2,20671,17193,26253,"(12045, -203)"
1876,45174,45182,8,110,943,79,78,33,8,20617,16923,26462,"(12036, -203)"
1877,45196,45204,5,113,933,63,81,21,1,20665,17109,26378,"(11999, -203)"
1878,45221,45230,7,104,933,-63,85,30,1,20635,16989,26510,"(11968, -203)"
1879,45243,45252,0,113,934,-207,83,26,-3,20713,17175,26271,"(12006, -203)"
1880,45269,45277,6,106,944,-287,81,26,4,20725,17163,26534,"(11316, -203)"
1881,45290,45299,5,116,931,15,88,25,-3,20707,17043,26504,"(12030, -203)"
1882,45352,45361,5,109,939,-111,82,29,3,20809,17163,26480,"(12041, -203)"
1883,45374,45383,2,105,930,95,80,33,-1,20940,17187,26726,"(12003, -203)"
1884,45396,45404,4,104,937,-15,85,29,1,20833,17103,26217,"(12029, -203)"
1885,45418,45426,5,106,943,-335,83,29,8,20635,17073,26624,"(11982, -203)"
1886,45440,45448,6,110,943,191,85,29,-1,20456,17247,26582,"(12006, -203)"
1887,45462,45470,9,109,928,-47,83,30,-292,20617,17337,26295,"(12000, -203)"
1888,45483,45492,8,106,933,63,84,30,-3,20509,17073,26408,"(12033, -203)"
1889,45505,45514,14,104,932,0,88,30,1,20671,17037,26372,"(12020, -203)"
1890,45530,45539,6,109,933,127,83,28,4,20791,17432,26223,"(12014, -203)"
1891,45555,45564,5,115,939,15,80,30,5,20497,17139,26169,"(12048, -203)"
1892,45577,45586,6,107,935,-111,82,32,0,20491,17205,26414,"(12060, -203)"
1893,45599,45608,12,109,944,47,86,32,5,20611,17157,26289,"(12001, -203)"
1894,45621,45630,4,107,934,31,83,29,1,20653,17001,26019,"(11977, -203)"
1895,45643,45651,12,103,935,239,85,34,4,20533,17001,26343,"(12005, -203)"
1896,45665,45673,2,102,931,-175,90,32,-1,20533,17049,26247,"(12039, -203)"
1897,45687,45695,2,111,937,111,88,30,3,20539,16935,26432,"(12046, -203)"
1898,45708,45717,3,110,930,63,83,27,0,20581,17175,26235,"(12050, -203)"
1899,45730,45739,11,107,928,111,89,33,3,20821,17151,26229,"(12043, -203)"
1900,45756,45764,4,106,937,-111,88,29,1,20575,17295,26301,"(12020, -203)"
1901,45777,45786,10,107,934,79,81,29,5,20515,17019,26067,"(11974, -203)"
1902,45799,45808,13,110,937,-175,74,26,5,20629,17343,26079,"(11977, -203)"
1903,45821,45830,8,109,927,15,85,29,1,20557,17205,25917,"(12009, -203)"
1904,45847,45856,10,106,935,15,92,35,0,20599,17229,26247,"(12047, -203)"
1905,45870,45878,4,105,931,-111,83,21,1,20641,17211,26139,"(12048, -203)"
1906,45892,45900,7,105,941,303,88,29,-1,20761,17187,26349,"(12001, -203)"
1907,45913,45922,4,108,929,-143,90,27,3,20934,17175,26109,"(12025, -203)"
1908,45935,45944,8,101,937,0,83,26,3,20779,17217,25876,"(12035, -203)"
1909,45957,45966,0,106,935,-143,81,29,1,20767,17205,26085,"(12003, -203)"
1910,45983,45991,6,102,943,159,84,32,2,20797,17253,26145,"(12004, -203)"
1911,46005,46013,9,104,929,-127,78,25,2,20791,17193,25995,"(11979, -203)"
1912,46027,46035,4,106,927,-319,80,29,6,20617,17396,26001,"(12017, -203)"
1913,46048,46057,7,105,933,-127,84,27,-3,20755,17157,26133,"(12013, -203)"
1914,46070,46079,3,107,925,0,76,30,2,20809,17229,26349,"(12050, -203)"
1915,46092,46101,6,105,945,-239,78,30,5,20713,17337,26277,"(12019, -203)"
1916,46114,46123,8,106,944,0,83,30,4,20952,17384,26283,"(12036, -203)"
1917,46141,46149,5,108,939,271,86,30,5,20653,17103,26372,"(11990, -203)"
1918,46163,46171,4,110,934,-47,82,25,0,20887,17133,26624,"(12004, -203)"
1919,46185,46193,7,111,932,-319,90,28,3,20587,17025,26355,"(11970, -203)"
1920,46210,46219,10,110,930,335,90,30,4,20695,17031,26486,"(12033, -203)"
1921,46232,46240,13,108,936,63,82,30,0,20665,17349,26355,"(12064, -203)"
1922,46254,46262,3,109,930,79,81,28,-5,20599,17031,26636,"(12026, -203)"
1923,46276,46284,2,106,933,-95,84,30,6,20695,17271,26516,"(12011, -203)"
1924,46298,46306,4,104,935,-79,82,29,4,20695,17271,26235,"(12056, -203)"
1925,46320,46328,3,109,938,95,84,30,2,20545,17175,26247,"(11963, -203)"
1926,46342,46350,8,112,929,63,96,27,8,20719,16965,26486,"(12003, -203)"
1927,46364,46372,2,108,928,191,83,29,0,20803,17061,26762,"(11981, -203)"
1928,46385,46394,9,109,933,-111,86,30,5,20653,17061,26576,"(12014, -203)"
1929,46407,46416,10,113,939,-47,86,29,1,20468,17121,26504,"(12043, -203)"
1930,46437,46445,4,106,932,0,82,32,4,20809,17247,26738,"(12035, -203)"
1931,46459,46468,6,108,935,31,89,35,3,20671,17127,26432,"(12024, -203)"
1932,46481,46490,4,112,936,-191,90,26,2,20653,17349,26349,"(12035, -203)"
1933,46503,46512,8,108,933,15,85,28,-3,20503,17372,26462,"(11999, -203)"
1934,46525,46534,10,115,934,-111,84,26,1,20438,17049,26366,"(11970, -203)"
1935,46547,46555,6,113,942,15,85,30,0,20725,17133,25923,"(11980, -203)"
1936,46569,46577,5,104,939,-47,84,30,1,20749,17349,26504,"(12030, -203)"
1937,46591,46599,10,108,929,-111,89,29,5,20497,17343,26492,"(12034, -203)"
1938,46618,46627,10,102,940,-31,84,30,2,20683,17085,26648,"(12051, -203)"
1939,46640,46649,11,113,943,47,86,30,291,20617,17043,26462,"(12044, -203)"
1940,46706,46714,2,104,932,143,83,28,-1,20743,17097,26349,"(12053, -203)"
1941,46728,46736,6,106,931,255,83,28,4,20803,17349,26444,"(11963, -203)"
1942,46750,46758,11,110,926,15,81,30,2,20575,17043,26169,"(11970, -203)"
1943,46776,46784,8,112,935,-95,80,27,3,20444,17103,26025,"(11983, -203)"
1944,46798,46806,5,106,926,-63,80,25,2,20665,17121,26061,"(12054, -203)"
1945,46820,46828,4,110,936,63,75,29,3,20545,17007,26372,"(12018, -203)"
1946,46842,46850,7,108,933,255,83,33,5,20509,16953,26390,"(12044, -203)"
1947,46864,46872,3,98,933,15,81,26,-1,20491,17043,26055,"(12010, -203)"
1948,46886,46894,11,102,930,111,89,28,-5,20599,16977,26265,"(12048, -203)"
1949,46908,46916,1,108,933,-319,84,33,9,20773,17103,26127,"(11263, -203)"
1950,46933,46941,4,110,934,-111,83,26,4,20851,17169,26372,"(12002, -203)"
1951,46955,46963,4,102,937,0,84,27,0,20755,17295,26450,"(11988, -203)"
1952,46977,46985,2,110,934,271,89,27,-1,20533,17139,26289,"(12038, -203)"
1953,46999,47007,6,110,939,127,85,33,2,20659,17390,26115,"(12011, -203)"
1954,47021,47029,3,101,941,63,91,28,1,20928,17133,26229,"(12037, -203)"
1955,47043,47051,10,110,941,-31,84,30,1,20629,17139,26630,"(12008, -203)"
1956,47065,47073,3,108,950,0,82,30,0,20863,17121,26199,"(12019, -203)"
1957,47091,47099,7,102,934,-111,77,27,3,20749,17205,26097,"(11979, -203)"
1958,47113,47122,10,110,930,-15,83,29,0,20683,17175,26103,"(12004, -203)"
1959,47135,47143,5,107,937,319,83,33,6,20665,17151,25858,"(11973, -203)"
1960,47167,47176,3,108,935,31,82,27,-2,20743,17151,26372,"(12017, -203)"
1961,47211,47219,7,104,931,-159,83,29,2,20743,17055,26073,"(12054, -203)"
1962,47233,47241,3,108,944,-191,85,29,2,20713,16912,26199,"(12017, -203)"
1963,47254,47263,5,103,943,-239,88,27,2,20480,17049,26432,"(12034, -203)"
1964,47276,47285,10,106,937,-47,81,28,3,20647,17001,26384,"(12018, -203)"
1965,47298,47307,6,108,941,159,83,29,0,20815,17223,26450,"(12000, -203)"
1966,47320,47329,3,102,935,-143,81,28,3,20563,16971,26349,"(12012, -203)"
1967,47342,47351,14,113,942,-303,85,32,4,20593,17247,26145,"(11981, -203)"
1968,47364,47372,5,112,934,-63,89,29,0,20611,17049,26307,"(12043, -203)"
1969,47386,47394,0,104,934,-95,85,29,5,20503,17253,25971,"(12014, -203)"
1970,47415,47424,2,106,945,175,84,25,3,20509,17217,26085,"(12031, -203)"
1971,47438,47446,4,113,939,143,84,24,1,20414,17181,26259,"(12033, -203)"
1972,47460,47468,5,102,929,143,84,26,2,20557,16935,26139,"(12022, -203)"
1973,47481,47490,7,108,933,95,82,25,8,20450,17073,26726,"(12009, -203)"
1974,47503,47512,2,106,931,159,82,30,3,20701,17013,26480,"(11985, -203)"
1975,47525,47534,7,108,933,47,85,29,4,20485,17115,26271,"(12025, -203)"
1976,47547,47556,6,102,941,-31,84,30,5,20575,16995,26097,"(12056, -203)"
1977,47569,47578,6,105,934,111,85,29,-1,20593,16995,26211,"(12060, -203)"
1978,47591,47599,3,104,936,399,81,25,-3,20581,16900,26343,"(12044, -203)"
1979,47613,47621,4,102,931,255,83,27,1,20563,16995,26223,"(12042, -203)"
1980,47638,47647,4,107,942,111,84,27,1,20480,17031,26217,"(12061, -203)"
1981,47660,47668,12,107,947,255,82,30,5,20719,16995,26211,"(12003, -203)"
1982,47682,47690,7,106,926,79,88,28,1,20617,17013,26301,"(12012, -203)"
1983,47708,47717,6,104,941,-207,88,29,-1,20623,17019,26307,"(11992, -203)"
1984,47730,47739,4,106,933,-79,86,33,2,20647,17037,26055,"(12045, -203)"
1985,47752,47761,6,108,924,-47,88,30,0,20665,16929,26157,"(12017, -203)"
1986,47774,47783,4,105,937,15,83,32,5,20665,16989,26133,"(12056, -203)"
1987,47796,47804,6,115,930,79,84,32,2,20581,17061,26265,"(12046, -203)"
1988,47818,47826,6,108,933,-159,81,27,1,20599,16971,26510,"(12047, -203)"
1989,47840,47848,3,110,945,-95,80,30,3,20527,17085,26229,"(11968, -203)"
1990,47865,47873,15,106,928,303,93,30,9,20521,17211,26564,"(12000, -203)"
1991,47887,47895,2,108,939,-47,85,28,1,20497,17073,26349,"(11987, -203)"
1992,47909,47917,5,102,946,15,84,27,0,20755,17109,26121,"(12017, -203)"
1993,47931,47939,4,106,939,-111,90,27,0,20815,16953,26630,"(11312, -203)"
1994,47952,47961,8,112,935,47,82,28,4,20695,17079,26582,"(12020, -203)"
1995,47974,47983,3,109,946,287,82,34,-1,20737,16810,26247,"(12014, -203)"
1996,48000,48009,10,115,935,47,82,28,3,20905,17175,26480,"(12055, -203)"
1997,48023,48031,8,102,943,159,83,30,3,20743,16953,26630,"(11978, -203)"
1998,48085,48093,2,110,933,0,77,30,5,20629,17007,26390,"(12003, -203)"
1999,48107,48115,8,106,943,63,84,28,8,20934,16941,26331,"(11993, -203)"
2000,48132,48140,6,97,950,-351,85,32,-2,20934,17055,26432,"(12023, -203)"
2001,48154,48162,7,109,946,207,85,32,0,20785,16618,26067,"(12018, -203)"
2002,48176,48184,7,98,935,175,83,26,1,20791,16756,26169,"(12056, -203)"
2003,48197,48206,4,106,937,175,84,29,5,20671,16995,26384,"(12031, -203)"
2004,48219,48228,4,102,934,-31,85,28,-1,20875,16828,26390,"(12030, -203)"
2005,48241,48250,7,103,940,-239,85,28,1,20725,16894,26115,"(11984, -203)"
2006,48263,48272,6,99,926,-95,89,30,1,20737,17037,26241,"(11980, -203)"
2007,48285,48294,12,111,935,63,83,34,291,20629,16923,26402,"(11983, -203)"
2008,48307,48315,7,111,936,383,81,28,3,20689,16900,26426,"(12049, -203)"
2009,48333,48342,7,106,932,-63,89,29,1,20617,17007,26337,"(12067, -203)"
2010,48359,48367,4,113,935,-319,83,28,2,20701,17043,26349,"(12029, -203)"
2011,48381,48389,4,102,935,255,89,28,4,20737,16828,26378,"(12058, -203)"
2012,48403,48411,4,108,936,-143,84,27,5,20695,17007,26301,"(12031, -203)"
2013,48424,48433,4,108,946,63,84,27,1,20551,16876,26432,"(11984, -203)"
2014,48446,48455,2,101,934,-159,85,22,-2,20707,16977,26055,"(11974, -203)"
2015,48468,48477,1,102,935,159,83,25,3,20695,16918,26109,"(12024, -203)"
2016,48490,48499,9,108,940,63,78,32,1,20581,17235,26271,"(12035, -203)"
2017,48512,48520,5,108,941,63,89,26,1,20641,17007,26396,"(12043, -203)"
2018,48534,48542,9,104,942,-143,89,27,1,20761,17181,26169,"(12054, -203)"
2019,48556,48564,8,109,931,-143,82,29,2,20635,16935,26349,"(12043, -203)"
2020,48581,48589,6,111,933,143,89,28,1,20497,17091,26181,"(12061, -203)"
2021,48603,48611,5,104,936,95,82,26,-2,20671,17061,26127,"(11970, -203)"
2022,48629,48638,4,109,936,-95,86,27,-2,20671,17277,26097,"(12027, -203)"
2023,48651,48660,8,105,934,-415,74,27,1,20462,16995,26366,"(11996, -203)"
2024,48673,48682,6,113,928,47,80,29,4,20551,16965,26390,"(12015, -203)"
2025,48695,48704,11,100,944,-239,82,27,-3,20515,17313,26001,"(12067, -203)"
2026,48717,48725,3,112,930,-47,84,26,1,20503,17247,26079,"(12036, -203)"
2027,48739,48747,5,108,933,-63,81,25,-2,20653,17085,26061,"(12028, -203)"
2028,48761,48769,7,109,933,-143,80,25,0,20671,17109,26031,"(12045, -203)"
2029,48783,48791,7,109,938,175,81,26,6,20533,17031,26091,"(11977, -203)"
2030,48808,48816,5,108,944,15,82,26,3,20581,17187,25828,"(12003, -203)"
2031,48830,48838,1,112,938,-143,84,28,3,20797,17049,25858,"(11991, -203)"
2032,48852,48860,8,100,940,-351,88,26,-3,20623,17091,25888,"(11300, -203)"
2033,48873,48882,5,102,933,-63,77,28,2,20497,16971,26331,"(12028, -203)"
2034,48895,48904,11,114,938,31,85,27,0,20815,17025,26139,"(12018, -203)"
2035,48922,48930,13,106,941,-79,81,25,2,20797,17175,26187,"(12041, -203)"
2036,48944,48952,4,106,943,-159,82,28,-4,20773,17181,26127,"(12036, -203)"
2037,48966,48974,6,113,926,-335,89,29,4,20779,17277,26187,"(12002, -203)"
2038,48988,48996,6,108,938,47,82,28,5,20599,17145,26229,"(11977, -203)"
2039,49009,49018,4,111,937,31,83,25,0,20683,17145,26390,"(12000, -203)"
2040,49035,49043,4,106,941,-47,84,28,9,20785,17157,26055,"(12061, -203)"
2041,49057,49065,1,104,936,63,90,30,-1,20569,17408,25953,"(11298, -203)"
2042,49078,49087,7,110,943,223,77,29,-1,20707,17229,26061,"(12044, -203)"
2043,49100,49109,8,102,940,31,82,27,-2,20743,17247,26462,"(12038, -203)"
2044,49122,49131,8,108,935,-63,85,29,2,20713,17049,26127,"(12058, -203)"
2045,49144,49153,2,112,939,47,78,29,3,20515,17217,26079,"(12006, -203)"
2046,49166,49174,4,108,934,335,82,24,3,20587,17277,26139,"(11995, -203)"
2047,49209,49218,9,110,929,79,86,22,0,20551,17259,26175,"(11989, -203)"
2048,49256,49264,3,110,935,31,82,25,1,20737,17049,26157,"(12075, -203)"
2049,49289,49298,2,98,940,-63,85,27,-3,20635,17181,26271,"(12045, -203)"
2050,49315,49323,5,106,935,255,84,24,-1,20701,17169,26378,"(12026, -203)"
2051,49337,49345,3,112,935,-175,86,28,9,20647,17109,26037,"(12051, -203)"
2052,49364,49373,9,104,935,-191,85,28,-1,20767,17426,25989,"(11300, -203)"
2053,49386,49395,4,109,945,31,84,32,2,20503,17193,26313,"(11986, -203)"
